,name,rating,reviews,ctype,hq,old,employees
1613,eMids Technologi...,4.0,(302 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",23 years old,1k-5k Employees (India)
1614,Vasudha Pharma C...,4.3,(302 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 3 more",27 years old,1k-5k Employees (India)
1615,TCS eServe,3.9,(301 Reviews),Private,Mumbai + 30 more,15 years old,50k-1 Lakh Employees (India)
1616,Brainvire,4.7,(301 Reviews),Private,"Plano,Texas + 5 more",22 years old,201-500 Employees (India)
1617,Tata Internation...,4.1,(301 Reviews),Public,"Mumbai,Maharashtra + 32 more",60 years old,1k-5k Employees (India)
1618,Descon Engineeri...,4.3,(301 Reviews),Private,Lahore + 17 more,45 years old,201-500 Employees (India)
1619,Tata Internation...,4.1,(301 Reviews),Public,"Mumbai,Maharashtra + 32 more",60 years old,1k-5k Employees (India)
1620,Labournet Servic...,3.9,(301 Reviews),Private,"Bangalore,Karnataka + 41 more",16 years old,51-200 Employees (India)
1621,H & R Johnson,3.9,(301 Reviews),Private,Staffordshire + 58 more,26 years old,1k-5k Employees (India)
1622,Prime Focus Tech...,3.6,(301 Reviews),Private,"Mumbai,Maharashtra + 11 more",14 years old,1k-5k Employees (India)
1623,Brainvire,4.7,(301 Reviews),Private,"Plano,Texas + 5 more",22 years old,201-500 Employees (India)
1624,Hpl Electric & P...,3.5,(301 Reviews),Private,"Noida,Uttar Pradesh + 42 more",30 years old,1k-5k Employees (India)
1625,Nephroplus,4.0,(301 Reviews),Private,Hyderabad + 62 more,13 years old,501-1k Employees (India)
1626,National Informa...,4.3,(300 Reviews),Government,New Delhi + 38 more,46 years old,5k-10k Employees (India)
1627,Pyramid IT Consu...,3.8,(300 Reviews),Private,"Atlanta,Georgia + 19 more",26 years old,51-200 Employees (India)
1628,Aegis Essar,3.6,(300 Reviews),"Mumbai,Maharashtra + 22 more",19 years old,5k-10k Employees (India),
1629,PC Jewellers,3.7,(299 Reviews),Public,"Delhi/NCR,Delhi + 59 more",17 years old,1k-5k Employees (India)
1630,Bristlecone,3.8,(299 Reviews),Private,"Pune,Maharashtra + 9 more",24 years old,1k-5k Employees (India)
1631,TCI Express,4.2,(299 Reviews),Public,Gurugram + 54 more,26 years old,1k-5k Employees (India)
1632,Naukri,3.5,(299 Reviews),Private,Noida + 47 more,26 years old,1k-5k Employees (India)
1633,Shriram Value Se...,4.0,(483 Reviews),Private,"Chennai,Tamil Nadu + 26 more",16 years old,1k-5k Employees (India)
1634,British Council,4.0,(298 Reviews),Government,London + 18 more,88 years old,1k-5k Employees (India)
1635,Dr. Reddy's Foun...,4.1,(298 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 61 more",26 years old,501-1k Employees (India)
1636,LIC Housing Fina...,3.9,(298 Reviews),Public,"Mumbai,Maharashtra + 93 more",33 years old,1k-5k Employees (India)
1637,Rebel Foods,3.9,(298 Reviews),Private,"Mumbai,Maharashtra + 36 more",10 years old,5k-10k Employees (India)
1638,Lenovo,4.1,(377 Reviews),Private,Quarry Bay + 58 more,17 years old,1k-5k Employees (India)
1639,Audi,4.1,(308 Reviews),Private,"Ingolstadt,Bavaria + 46 more",113 years old,201-500 Employees (India)
1640,Roop Polymers,4.0,(297 Reviews),Public,"Gurgaon/Gurugram,Haryana + 16 more",49 years old,1k-5k Employees (India)
1641,Castrol,4.3,(297 Reviews),Public,"Pangbourne,Berkshire + 66 more",123 years old,501-1k Employees (India)
1642,Satyam Auto Comp...,4.0,(297 Reviews),Private,"Ludhiana,Punjab + 16 more",21 years old,1k-5k Employees (India)
1643,Alight Solutions,3.9,(297 Reviews),Private,Lincolnshire + 9 more,26 years old,1k-5k Employees (India)
1644,Coats,4.1,(297 Reviews),Private,Middlesex + 38 more,48 years old,501-1k Employees (India)
1645,Vikram Solar,3.9,(296 Reviews),Private,"Kolkata,West Bengal + 21 more",16 years old,1k-5k Employees (India)
1646,Monte Carlo,4.2,(296 Reviews),Public,"San Francisco,California + 54 more",38 years old,201-500 Employees (India)
1647,STUP Consultants,3.9,(296 Reviews),Private,"Mumbai,Maharashtra + 39 more",59 years old,1k-5k Employees (India)
1648,More Supermarket...,4.0,(296 Reviews),Mumbai + 61 more,15 years old,10k-50k Employees (India),
1649,QUICK HEAL TECHN...,3.7,(296 Reviews),Public,"Pune,Maharashtra + 34 more",27 years old,1k-5k Employees (India)
1650,LG Soft India,3.7,(295 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",26 years old,1k-5k Employees (India)
1651,Del Monte Foods,4.2,(295 Reviews),Private,San Francisco + 34 more,136 years old,10k-50k Employees (India)
1652,Rane NSK Steerin...,3.9,(295 Reviews),Bawal + 15 more,201-500 Employees (India),,
1653,NCCCL,3.7,(295 Reviews),Private,"Mumbai,Maharashtra + 19 more",76 years old,1k-5k Employees (India)
1654,ADFC,4.0,(295 Reviews),Private,Mumbai + 38 more,28 years old,1 Lakh+ Employees (India)
1655,Airports Authori...,4.4,(295 Reviews),Private,"Delhi/NCR,New Delhi + 64 more",27 years old,10k-50k Employees (India)
1656,Mahanagar Gas,4.1,(295 Reviews),Public,"Mumbai,Maharashtra + 17 more",27 years old,1k-5k Employees (India)
1657,Shyam Steel Indu...,3.7,(295 Reviews),Private,"Kolkata,West Bengal + 26 more",69 years old,1k-5k Employees (India)
1658,Unimoni,3.9,(294 Reviews),Private,"Abu Dhabi,Dubai + 68 more",16 years old,1k-5k Employees (India)
1659,Kirloskar Pneuma...,4.1,(294 Reviews),Public,"Pune,Maharashtra + 11 more",64 years old,1k-5k Employees (India)
1660,Otsuka Pharmaceu...,4.0,(294 Reviews),Private,"Chiyoda City,Tokyo + 25 more",10 years old,201-500 Employees (India)
1661,IFB,3.8,(436 Reviews),Public,"Kolkata,West Bengal + 74 more",48 years old,201-500 Employees (India)
1662,AT&T,4.4,(297 Reviews),Private,"Dallas,Texas + 13 more",39 years old,10k-50k Employees (India)
1663,Utility Powertec...,3.8,(293 Reviews),Private,"Noida,Uttar Pradesh + 49 more",27 years old,201-500 Employees (India)
1664,IIC Technologies,3.8,(293 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 14 more",28 years old,1k-5k Employees (India)
1665,Manjushree Techn...,3.9,(293 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",39 years old,501-1k Employees (India)
1666,ITSource Technol...,3.2,(293 Reviews),Public,"Mumbai,Maharashtra + 28 more",24 years old,201-500 Employees (India)
1667,ALLEN Career Ins...,4.1,(293 Reviews),Private,"Kota,Rajasthan + 36 more",34 years old,10k-50k Employees (India)
1668,Wonder Cement,4.2,(293 Reviews),Private,"Ajmer,Rajasthan + 43 more",12 years old,1k-5k Employees (India)
1669,SMC Global Secur...,3.6,(293 Reviews),Public,SMC Global Securities Ltd. + 47 more,28 years old,1k-5k Employees (India)
1670,Amara Raja Batte...,4.3,(293 Reviews),Chittoor + 34 more,,,
1671,Vastu Housing Fi...,4.6,(293 Reviews),Private,"Mumbai,Maharashtra + 75 more",7 years old,1k-5k Employees (India)
1672,IVY Comptech,4.2,(293 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",21 years old,1k-5k Employees (India)
1673,Mahindra Two Whe...,4.2,(293 Reviews),Public,Pune + 62 more,14 years old,501-1k Employees (India)
1674,NetConnectGlobal,3.6,(293 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,1k-5k Employees (India)
1675,CareerNet Consul...,3.9,(293 Reviews),Private,Bangalore + 11 more,23 years old,1k-5k Employees (India)
1676,CtrlS,3.7,(416 Reviews),Private,Hyderabad + 11 more,15 years old,1k-5k Employees (India)
1677,Infor Global Sol...,4.1,(292 Reviews),Private,"New York City,New York + 5 more",20 years old,1k-5k Employees (India)
1678,SK E&C,4.4,(292 Reviews),Seoul + 37 more,45 years old,201-500 Employees (India),
1679,QHTalbros,3.8,(292 Reviews),Public,"Gurgaon/Gurugram,Haryana + 15 more",36 years old,5k-10k Employees (India)
1680,Bpo Convergence,3.4,(292 Reviews),Private,"Bhubaneswar,Odisha + 18 more",8 years old,1k-5k Employees (India)
1681,Infor Global Sol...,4.1,(292 Reviews),Private,"New York City,New York + 5 more",20 years old,1k-5k Employees (India)
1682,Spinny,4.2,(292 Reviews),Private,"Gurgaon,Haryana + 24 more",7 years old,1k-5k Employees (India)
1683,Bridgestone,4.3,(571 Reviews),Private,Tokyo + 36 more,26 years old,1k-5k Employees (India)
1684,Pennar Industrie...,3.7,(421 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 17 more",34 years old,1k-5k Employees (India)
1685,B. Braun Medical,4.1,(291 Reviews),Private,"Melsungen,Hesse + 40 more",183 years old,501-1k Employees (India)
1686,Aramex,3.8,(291 Reviews),Private,Dubai + 48 more,40 years old,1k-5k Employees (India)
1687,Micron Electrica...,4.0,(291 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",46 years old,1k-5k Employees (India)
1688,FCC Clutch,4.2,(291 Reviews),Hamamatsu + 16 more,83 years old,201-500 Employees (India),
1689,Medicover Hospit...,3.9,(291 Reviews),"Hyderabad,Telangana + 19 more",11 years old,1k-5k Employees (India),
1690,Veritas,4.2,(291 Reviews),Public,"Santa Clara,California + 15 more",33 years old,1k-5k Employees (India)
1691,Suma Soft,3.8,(290 Reviews),Private,Pune + 4 more,22 years old,501-1k Employees (India)
1692,Royal Orchid Hot...,4.1,(290 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 31 more",36 years old,5k-10k Employees (India)
1693,Hindusthan Natio...,3.6,(290 Reviews),Public,"Kolkata,West Bengal + 16 more",76 years old,501-1k Employees (India)
1694,Ssipl Lifestyle,4.0,(290 Reviews),Private,"Delhi/NCR,Delhi + 42 more",28 years old,1k-5k Employees (India)
1695,Nihilent,3.8,(290 Reviews),Private,"Pune,Maharashtra + 3 more",22 years old,1k-5k Employees (India)
1696,Lafarge,4.1,(289 Reviews),Private,Paris + 70 more,189 years old,201-500 Employees (India)
1697,CTS Consulting &...,3.8,(289 Reviews),Private,Eysines + 21 more,14 years old,201-500 Employees (India)
1698,Venky's,3.7,(289 Reviews),Public,"Pune,Maharashtra + 47 more",46 years old,5k-10k Employees (India)
1699,HyperCITY,4.5,(288 Reviews),Private,"Mumbai,Maharashtra + 18 more",18 years old,501-1k Employees (India)
1700,Indecomm Global ...,3.7,(288 Reviews),Private,"Edison,New Jersey + 9 more",19 years old,1k-5k Employees (India)
1701,Carlsberg,4.2,(288 Reviews),Private,"Vesterbro,Copenhagen + 51 more",175 years old,1k-5k Employees (India)
1702,PepsiCo (India) ...,4.0,(288 Reviews),Gurgaon/Gurugram + 77 more,,,
1703,CompuCom,4.2,(288 Reviews),Private,"Fort Mill,South Carolina + 3 more",35 years old,1k-5k Employees (India)
1704,SS Supply Chain ...,4.6,(288 Reviews),Private,"Gurgaon,Haryana + 32 more",10 years old,201-500 Employees (India)
1705,Prism Johnson,4.0,(397 Reviews),Public,"Mumbai,Maharashtra + 66 more",30 years old,1k-5k Employees (India)
1706,TEXMO INDUSTRIES,3.7,(302 Reviews),Private,Coimbatore + 27 more,66 years old,501-1k Employees (India)
1707,National Collate...,3.9,(287 Reviews),Mumbai + 63 more,18 years old,501-1k Employees (India),
1708,Dhani Healthcare,3.5,(287 Reviews),Gurgaon/Gurugram + 63 more,1k-5k Employees (India),,
1709,RPG Life Science...,4.2,(287 Reviews),Public,"Mumbai,Maharashtra + 25 more",29 years old,1k-5k Employees (India)
1710,Ranbaxy,4.5,(286 Reviews),Public,GURGAON + 53 more,61 years old,10k-50k Employees (India)
1711,Praj Industries,4.1,(286 Reviews),Public,"Pune,Maharashtra + 9 more",39 years old,501-1k Employees (India)
1712,Wipro Infotech L...,4.3,(286 Reviews),Gurgaon/Gurugram + 36 more,,,
1713,OpenText Technol...,4.0,(286 Reviews),Private,"Waterloo,Ontario + 4 more",31 years old,1k-5k Employees (India)
1714,Cargill Business...,4.3,(1k Reviews),"Wayzata,Minnesota + 5 more",7 years old,1k-5k Employees (India),
1715,Zealous Services,3.2,(285 Reviews),Private,"Chennai,Tamil Nadu + 3 more",15 years old,501-1k Employees (India)
1716,Lakme,4.4,(285 Reviews),Public,"Mumbai,Maharashtra + 52 more",42 years old,201-500 Employees (India)
1717,Nvidia,4.2,(285 Reviews),Private,"Santa Clara,California + 4 more",29 years old,1k-5k Employees (India)
1718,Toyota,4.3,(1.4k Reviews),Private,"Toyota City,Aichi Prefecture + 66 more",85 years old,5k-10k Employees (India)
1719,Continental,4.2,(1.2k Reviews),Private,Hanover + 35 more,151 years old,5k-10k Employees (India)
1720,Telesonic Networ...,3.9,(284 Reviews),Public,"Delhi/NCR,Delhi + 33 more",13 years old,5k-10k Employees (India)
1721,Online Legal Ind...,4.9,(284 Reviews),Private,"Kolkata,West Bengal + 1 more",3 years old,501-1k Employees (India)
1722,Attra Infotech,4.0,(284 Reviews),Private,"Box Hill,Victoria + 6 more",27 years old,1k-5k Employees (India)
1723,National Bulk Ha...,4.2,(284 Reviews),Private,"Mumbai,Maharashtra + 59 more",19 years old,1k-5k Employees (India)
1724,Marlabs,3.8,(284 Reviews),Private,"Piscataway,New Jersey + 10 more",26 years old,1k-5k Employees (India)
1725,Godrej Industrie...,4.0,(1.2k Reviews),Public,"Mumbai,Maharashtra + 39 more",59 years old,10k-50k Employees (India)
1726,Allegis Group,3.9,(815 Reviews),Private,"Hanover,Maryland + 10 more",39 years old,501-1k Employees (India)
1727,Mitsubishi Elect...,4.2,(286 Reviews),Private,"Chiyoda City,Tokyo + 31 more",101 years old,501-1k Employees (India)
1728,Victora Group,4.0,(283 Reviews),Private,"Faridabad,Haryana + 17 more",31 years old,201-500 Employees (India)
1729,Zoho,4.3,(283 Reviews),Private,Chennai + 10 more,26 years old,10k-50k Employees (India)
1730,Lohia Group,4.0,(282 Reviews),Public,"Kanpur,Uttar Pradesh + 16 more",46 years old,1k-5k Employees (India)
1731,Toyota Industrie...,4.2,(282 Reviews),Private,"Kariya,Aichi + 2 more",27 years old,501-1k Employees (India)
1732,Fidelity Interna...,4.3,(282 Reviews),Private,London + 7 more,53 years old,1k-5k Employees (India)
1733,NU Vista,4.4,(282 Reviews),Public,"Kolkata,West Bengal + 49 more",48 years old,1k-5k Employees (India)
1734,Vidal Health Tpa,4.1,(282 Reviews),Private,Bangalore + 38 more,12 years old,201-500 Employees (India)
1735,Federal mogul Go...,4.1,(282 Reviews),Public,"Gurgaon/Gurugram,Haryana + 21 more",68 years old,1k-5k Employees (India)
1736,INDIABULLS PHARM...,2.7,(282 Reviews),Private,"Mumbai,Maharashtra + 52 more",6 years old,1k-5k Employees (India)
1737,Globant,4.4,(282 Reviews),Private,San Francisco + 4 more,19 years old,1k-5k Employees (India)
1738,SAMSUNG C&T,4.2,(281 Reviews),"Suwon-Si,Gyeonggi-Do + 17 more",84 years old,501-1k Employees (India),
1739,Iron Mountain In...,4.1,(281 Reviews),Private,"Boston,Massachusetts + 27 more",71 years old,1k-5k Employees (India)
1740,CAMS,3.8,(281 Reviews),Chennai + 33 more,34 years old,5k-10k Employees (India),
1741,Amazon Logistics,4.3,(281 Reviews),Hyderabad/Secunderabad + 65 more,1 Lakh+ Employees (India),,
1742,Gupta Power Infr...,3.3,(281 Reviews),Private,"Bhubaneswar,Odisha + 29 more",61 years old,501-1k Employees (India)
1743,Onshore Construc...,4.1,(281 Reviews),Private,"Mumbai,Maharashtra + 20 more",27 years old,201-500 Employees (India)
1744,SPAR Hypermarket...,4.2,(281 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 19 more",15 years old,1k-5k Employees (India)
1745,Bridgestone Indi...,4.2,(280 Reviews),Private,Pune + 31 more,26 years old,501-1k Employees (India)
1746,ABP Group,3.3,(280 Reviews),Private,"Kolkata,West Bengal + 19 more",100 years old,1k-5k Employees (India)
1747,Tracxn,3.1,(280 Reviews),Private,"Bangalore,Karnataka + 4 more",9 years old,501-1k Employees (India)
1748,Zee Entertainmen...,4.0,(424 Reviews),Public,Mumbai + 27 more,30 years old,1k-5k Employees (India)
1749,Central Bank of ...,4.1,(279 Reviews),Public,"Mumbai,Maharashtra + 69 more",111 years old,10k-50k Employees (India)
1750,Williams Lea Tag,3.9,(279 Reviews),Public,New York + 10 more,202 years old,501-1k Employees (India)
1751,Marelli,3.9,(279 Reviews),Private,"Corbetta,Corbetta + 10 more",103 years old,501-1k Employees (India)
1752,Bajaj Capital In...,3.7,(279 Reviews),New Delhi + 83 more,18 years old,1k-5k Employees (India),
1753,Cuemath,4.2,(279 Reviews),Private,"Bangalore,Karnataka + 17 more",9 years old,1k-5k Employees (India)
1754,Mahindra Satyam,3.5,(279 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 23 more",35 years old,1 Lakh+ Employees (India)
1755,Alfanar,4.3,(279 Reviews),Private,"Riyadh,Riyadh + 26 more",46 years old,201-500 Employees (India)
1756,Fedbank Financia...,4.4,(279 Reviews),Private,"Mumbai,Maharashtra + 73 more",12 years old,1k-5k Employees (India)
1757,Aditya Birla Min...,4.3,(279 Reviews),Private,Bellandur + 9 more,41 years old,10k-50k Employees (India)
1758,Adani Green Ener...,4.2,(279 Reviews),Private,"Ahmedabad,Gujrat + 35 more",7 years old,501-1k Employees (India)
1759,Acadecraft,3.2,(279 Reviews),Private,"Noida,Uttar Pradesh + 11 more",11 years old,201-500 Employees (India)
1760,Digit Insurance,4.0,(278 Reviews),Private,"Bangalore,Karnataka + 43 more",6 years old,1k-5k Employees (India)
1761,Qcon,4.3,(278 Reviews),Private,Doha + 19 more,47 years old,5k-10k Employees (India)
1762,Pratham Educatio...,4.4,(277 Reviews),Private,"Delhi/NCR,Delhi + 64 more",27 years old,1k-5k Employees (India)
1763,Paramount Health...,3.9,(277 Reviews),Private,"Mumbai,Maharashtra + 24 more",20 years old,1k-5k Employees (India)
1764,Munjal Showa,3.8,(276 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",37 years old,1k-5k Employees (India)
1765,Suprajit Enginee...,3.9,(276 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 23 more",37 years old,501-1k Employees (India)
1766,Kataria Automobi...,3.7,(276 Reviews),Private,"Ahmedabad,Gujarat + 13 more",32 years old,201-500 Employees (India)
1767,DP World,4.1,(275 Reviews),Public,"Dubai,Jebel Ali + 30 more",17 years old,1k-5k Employees (India)
1768,Capri Global Cap...,4.1,(275 Reviews),Public,"Mumbai,Maharashtra + 68 more",25 years old,1k-5k Employees (India)
1769,Capri Global Cap...,4.1,(275 Reviews),Public,"Mumbai,Maharashtra + 68 more",25 years old,1k-5k Employees (India)
1770,Prestige Group,4.0,(275 Reviews),Private,Bengaluru + 19 more,36 years old,1k-5k Employees (India)
1771,HCG Hospital,3.9,(275 Reviews),Public,"Ahmedabad,Gujarat + 26 more",33 years old,1 Lakh+ Employees (India)
1772,Grand Hyatt,4.3,(275 Reviews),Private,"Chicago,Illinois + 19 more",65 years old,501-1k Employees (India)
1773,Avery Dennison,4.2,(275 Reviews),Private,"Glendale,California + 27 more",27 years old,1k-5k Employees (India)
1774,Comviva Technolo...,3.5,(275 Reviews),Private,"Gurgaon,Haryana + 12 more",23 years old,1k-5k Employees (India)
1775,TriGeo Technolog...,3.0,(275 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",26 years old,11-50 Employees (India)
1776,Flatworld Soluti...,3.7,(275 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",16 years old,1k-5k Employees (India)
1777,Exxon Mobil,3.6,(281 Reviews),Private,"Irving,Texas + 22 more",23 years old,1k-5k Employees (India)
1778,UnitedLex,3.7,(274 Reviews),Private,"New York,New York + 2 more",16 years old,501-1k Employees (India)
1779,Vimta Labs,3.7,(274 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 21 more",38 years old,1k-5k Employees (India)
1780,Havmor Ice Cream,4.2,(274 Reviews),Private,"Ahmedabad,Gujrat + 44 more",78 years old,501-1k Employees (India)
1781,Deloitte Digital,3.8,(274 Reviews),Private,"New York,New York + 16 more",5 years old,10k-50k Employees (India)
1782,Fractal Analytic...,4.2,(274 Reviews),Private,"New York City,New York + 7 more",22 years old,1k-5k Employees (India)
1783,Teleysia Network...,3.5,(273 Reviews),Private,"Ahmedabad,Gujarat + 26 more",14 years old,201-500 Employees (India)
1784,Allied Blenders ...,4.1,(273 Reviews),Private,"Mumbai,Maharashtra + 51 more",36 years old,501-1k Employees (India)
1785,Aquasub Engineer...,4.1,(273 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",39 years old,5k-10k Employees (India)
1786,Autoliv,4.0,(273 Reviews),Private,"Klarabergsviadukten 70,Stockholm + 11 more",69 years old,1k-5k Employees (India)
1787,Talentpro,4.1,(273 Reviews),Private,"Chennai,Tamil Nadu + 63 more",22 years old,501-1k Employees (India)
1788,SIS Prosegur Hol...,3.9,(273 Reviews),Private,"Patna,Bihar + 53 more",27 years old,10k-50k Employees (India)
1789,Ryan Internation...,3.8,(273 Reviews),Public,"Mumbai,Maharashtra + 37 more",30 years old,1 Lakh+ Employees (India)
1790,Essar Projects I...,4.1,(273 Reviews),Public,Mumbai + 31 more,53 years old,5k-10k Employees (India)
1791,Vedang Cellular ...,4.1,(273 Reviews),Mumbai + 45 more,12 years old,501-1k Employees (India),
1792,Rockwell Automat...,4.0,(345 Reviews),Private,"Milwaukee,Wisconsin + 15 more",119 years old,1k-5k Employees (India)
1793,Dodla Dairy,4.3,(272 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 37 more",27 years old,1k-5k Employees (India)
1794,Sulzer,3.9,(272 Reviews),Private,"Winterthur,Winterthur + 13 more",188 years old,501-1k Employees (India)
1795,iNurture Educati...,3.4,(272 Reviews),Private,"Bangalore,Karnataka + 32 more",17 years old,501-1k Employees (India)
1796,DHL Global Forwa...,4.2,(2k Reviews),Private,Bonn + 16 more,207 years old,1k-5k Employees (India)
1797,Kokilaben Dhirub...,3.9,(271 Reviews),Private,"Mumbai,Maharashtra + 10 more",13 years old,1k-5k Employees (India)
1798,IFB Industries,3.7,(271 Reviews),Bengaluru/Bangalore + 55 more,10k-50k Employees (India),,
1799,Hyundai Engineer...,4.3,(271 Reviews),Abu Dhabi + 22 more,501-1k Employees (India),,
1800,IFB Industries,3.7,(271 Reviews),Bengaluru/Bangalore + 55 more,10k-50k Employees (India),,
1801,Kokilaben Dhirub...,3.9,(271 Reviews),Private,"Mumbai,Maharashtra + 10 more",13 years old,1k-5k Employees (India)
1802,MAYORA,3.7,(271 Reviews),Private,"Hyderabad,Telangana + 51 more",14 years old,1k-5k Employees (India)
1803,SABIC,4.3,(271 Reviews),Private,Riyadh + 16 more,46 years old,1k-5k Employees (India)
1804,Ola Electric Mob...,3.2,(270 Reviews),Private,"Bangalore,Karnataka + 27 more",5 years old,1k-5k Employees (India)
1805,Sudarshan Chemic...,3.7,(270 Reviews),Public,"Pune,Maharashtra + 17 more",71 years old,501-1k Employees (India)
1806,Diffusion Engine...,4.5,(270 Reviews),Private,"Nagpur,Maharashtra + 28 more",39 years old,201-500 Employees (India)
1807,Uppcl,4.1,(270 Reviews),Public,"Lucknow,Uttar Pradesh + 62 more",23 years old,10k-50k Employees (India)
1808,Prince Pipes & F...,4.2,(270 Reviews),Public,"Mumbai,Maharashtra + 33 more",35 years old,1k-5k Employees (India)
1809,UCAL Fuel System...,4.0,(270 Reviews),Public,"Chennai,Tamil Nadu + 14 more",37 years old,501-1k Employees (India)
1810,Bharat Biotech I...,3.1,(270 Reviews),Private,Hyderabad + 21 more,26 years old,1k-5k Employees (India)
1811,Vaco Binary Sema...,3.8,(270 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",6 years old,1k-5k Employees (India)
1812,Wonderla Holiday...,4.7,(270 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 12 more",22 years old,201-500 Employees (India)
1813,Blue Yonder,4.3,(270 Reviews),Private,"Scottsdale,Arizona + 8 more",37 years old,1k-5k Employees (India)
1814,Polaris Consulti...,3.7,(269 Reviews),Private,"Chennai,Tamil Nadu + 15 more",29 years old,1k-5k Employees (India)
1815,HRH Next Service...,3.3,(269 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",15 years old,51-200 Employees (India)
1816,Universal Sompo ...,3.7,(269 Reviews),Private,"Mumbai,Maharashtra + 65 more",15 years old,1k-5k Employees (India)
1817,Portea Medical,3.7,(269 Reviews),Private,"Bangalore,Karnataka + 18 more",9 years old,501-1k Employees (India)
1818,Accolite Digital,4.0,(269 Reviews),Private,"Dallas,Texas + 9 more",15 years old,1k-5k Employees (India)
1819,M.J Global,4.5,(268 Reviews),Public,Noida + 6 more,42 years old,201-500 Employees (India)
1820,Prism Cement,4.0,(268 Reviews),Private,Mumbai + 38 more,25 years old,201-500 Employees (India)
1821,Delta Electronic...,3.9,(268 Reviews),Private,"Gurgaon/Gurugram,Haryana + 31 more",30 years old,501-1k Employees (India)
1822,Amri Hospital,4.1,(268 Reviews),Private,"Kolkata,West Bengal + 8 more",26 years old,10k-50k Employees (India)
1823,Advantmed,3.8,(268 Reviews),Private,"Santa Ana,California + 4 more",17 years old,501-1k Employees (India)
1824,Heidelberg Cemen...,4.0,(268 Reviews),Private,"Gurgaon/Gurugram,Haryana + 45 more",16 years old,1k-5k Employees (India)
1825,Value Point Syst...,3.7,(267 Reviews),Private,Bangalore + 33 more,31 years old,1k-5k Employees (India)
1826,Allianz Services,4.3,(267 Reviews),Private,"Munich,Bavaria + 3 more",501-1k Employees (India),
1827,PK,3.8,(267 Reviews),Private,"Beaverton,Oregon + 4 more",18 years old,1k-5k Employees (India)
1828,JSW Group,3.9,(4.2k Reviews),Private,Mumbai + 46 more,40 years old,10k-50k Employees (India)
1829,Emaar MGF,3.9,(266 Reviews),Public,"Delhi/NCR,New Delhi + 13 more",17 years old,501-1k Employees (India)
1830,Grindwell Norton,4.0,(266 Reviews),Public,"Mumbai,Maharashtra + 26 more",81 years old,501-1k Employees (India)
1831,Kuwait National ...,4.4,(266 Reviews),Public,Al Ahmadi + 15 more,62 years old,51-200 Employees (India)
1832,Varthana,4.6,(266 Reviews),Private,"Bangalore,Karnataka + 49 more",9 years old,501-1k Employees (India)
1833,Greenlam Industr...,4.0,(266 Reviews),Public,"Delhi/NCR,Delhi + 41 more",9 years old,1k-5k Employees (India)
1834,Silverlink Techn...,4.4,(266 Reviews),Private,"Mumbai,Maharashtra + 13 more",19 years old,201-500 Employees (India)
1835,Andritz,3.8,(266 Reviews),Private,"Graz,Steiermark + 10 more",26 years old,1k-5k Employees (India)
1836,Elecon Engineeri...,4.1,(266 Reviews),Public,Gujrat + 19 more,71 years old,1k-5k Employees (India)
1837,Reshamandi,4.5,(266 Reviews),Private,"Bangalore,Karnataka + 22 more",2 years old,201-500 Employees (India)
1838,Lido Learning,2.1,(266 Reviews),"Mumbai,Maharashtra + 16 more",3 years old,201-500 Employees (India),
1839,Sasken,4.0,(266 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 8 more",33 years old,1k-5k Employees (India)
1840,S P Singla Const...,4.0,(265 Reviews),Private,"Panchkula,Haryana + 44 more",26 years old,501-1k Employees (India)
1841,Kharafi National,4.0,(265 Reviews),Private,Cairo + 16 more,46 years old,201-500 Employees (India)
1842,Prama Hikvision ...,3.4,(265 Reviews),Private,Hangzhou + 35 more,13 years old,201-500 Employees (India)
1843,Indofil Industri...,4.4,(265 Reviews),Private,"Mumbai,Maharashtra + 35 more",29 years old,1k-5k Employees (India)
1844,Vasan Eye Care H...,4.0,(265 Reviews),Private,"Chennai,Tamil Nadu + 62 more",20 years old,5k-10k Employees (India)
1845,DB Schenker,4.3,(265 Reviews),Private,Essen + 24 more,32 years old,1k-5k Employees (India)
